,CLIENT_ID,RETRO_DT,TARGET,number_of_friends
6422,1341002,20210505,0,100
6423,1342361,20210505,0,100
6424,1347528,20210505,1,100
6425,1348098,20210505,test,68
6426,1349947,20210505,0,100
6427,1354920,20210505,0,100
6428,1356857,20210505,0,1
6429,1358235,20210505,0,26
6430,1360466,20210505,0,100
6431,1361161,20210505,test,100
6432,1362906,20210505,0,100
6433,1367238,20210505,1,100
6434,1367315,20210505,1,100
6435,1372573,20210505,0,7
6436,1373426,20210505,0,100
6437,1374154,20210505,0,100
6438,1377415,20210505,0,100
6439,1380281,20210505,0,99
6440,1381111,20210505,test,27
6441,1382369,20210505,0,100
6442,1383106,20210505,0,2
6443,1384342,20210505,0,36
6444,1384910,20210505,test,44
6445,1385013,20210505,0,2
6446,1387104,20210505,1,73
6447,1388614,20210505,1,43
6448,1388808,20210505,0,100
6449,1388973,20210505,0,62
6450,1389989,20210505,0,100
6451,1391001,20210505,1,100
6452,1393161,20210505,0,6
6453,1394248,20210505,0,100
6454,1394458,20210505,1,69
6455,1395749,20210505,test,71
6456,1395874,20210505,1,40
6457,1395956,20210505,test,19
6458,1396376,20210505,0,39
6459,1397046,20210505,test,1
6460,1397710,20210505,0,100
6461,1398317,20210505,test,59
6462,1398324,20210505,0,88
6463,1398766,20210505,0,100
6464,1398913,20210505,0,33
6465,1400708,20210505,0,10
6466,1401400,20210505,0,100
6467,1401646,20210505,0,100
6468,1402066,20210505,0,100
6469,1402608,20210505,0,46
6470,1403096,20210505,0,21
6471,1403246,20210505,0,100
6472,1404159,20210505,0,58
6473,1405616,20210505,1,59
6474,1408265,20210505,test,40
6475,140842,20210505,1,82
6476,1408915,20210505,1,100
6477,1410862,20210505,1,100
6478,1412823,20210505,0,100
6479,1412855,20210505,0,12
6480,1413366,20210505,0,100
6481,1414294,20210505,0,56
6482,1415224,20210505,0,60
6483,1421150,20210505,1,99
6484,1422924,20210505,1,100
6485,1423106,20210505,0,10
6486,1423489,20210505,1,100
6487,1425619,20210505,1,100
6488,1426501,20210505,1,76
6489,1427025,20210505,0,1
6490,1428133,20210505,0,60
6491,1429274,20210505,0,100
6492,1430889,20210505,0,36
6493,1431053,20210505,0,100
6494,1432193,20210505,test,19
6495,1433621,20210505,0,46
6496,1433837,20210505,1,100
6497,1434768,20210505,0,91
6498,1435435,20210505,0,100
6499,1436025,20210505,1,100
6500,1436272,20210505,1,100
6501,1436582,20210505,1,100
6502,1436947,20210505,test,72
6503,1436988,20210505,0,15
6504,1437354,20210505,0,86
6505,1437634,20210505,test,74
6506,1439262,20210505,0,100
6507,1439384,20210505,0,39
6508,1440120,20210505,0,74
6509,1440330,20210505,0,99
6510,1440785,20210505,0,100
6511,1442078,20210505,0,35
6512,1442401,20210505,0,60
6513,1443196,20210505,1,8
6514,1443221,20210505,0,37
6515,1443497,20210505,test,100
6516,1444333,20210505,0,41
6517,1445056,20210505,0,27
6518,1445424,20210505,test,100
6519,1445596,20210505,0,100
6520,144608,20210505,0,53
6521,1446569,20210505,0,98
6522,1447221,20210505,0,100
6523,1447378,20210505,0,21
6524,1447656,20210505,0,15
6525,1449091,20210505,test,56
6526,1449473,20210505,0,100
6527,1449541,20210505,0,36
6528,1449602,20210505,0,47
6529,1449840,20210505,0,100
6530,1450533,20210505,0,100
6531,1451223,20210505,test,20
6532,1452112,20210505,1,100
6533,1452715,20210505,0,65
6534,1452851,20210505,0,100
6535,1453681,20210505,0,100
6536,1453943,20210505,1,74
6537,1455369,20210505,1,18
6538,1456202,20210505,0,40
6539,1456316,20210505,1,100
6540,1457042,20210505,0,84
6541,1457387,20210505,0,100
6542,1458042,20210505,1,100
6543,1458598,20210505,1,53
6544,1458805,20210505,1,100
6545,1459452,20210505,0,45
6546,1460291,20210505,1,99
6547,1463029,20210505,1,100
6548,1463777,20210505,0,10
6549,1464216,20210505,0,65
6550,1464241,20210505,0,100
6551,1464356,20210505,1,100
6552,1464459,20210505,1,100
6553,1465793,20210505,0,78
6554,1466349,20210505,test,75
6555,1466487,20210505,1,100
6556,1466502,20210505,1,94
6557,1466900,20210505,0,100
6558,1467175,20210505,1,7
6559,1467237,20210505,1,100
6560,1467872,20210505,0,100
6561,1467883,20210505,0,56
6562,1467980,20210505,1,9
6563,1467993,20210505,0,100
6564,1468034,20210505,1,100
6565,1469026,20210505,1,100
6566,1469064,20210505,1,45
6567,1469072,20210505,0,75
6568,1469263,20210505,1,100
6569,1469411,20210505,0,13
6570,1469503,20210505,0,100
6571,1470021,20210505,1,100
6572,1470705,20210505,test,100
6573,1471318,20210505,1,77
6574,1471421,20210505,test,100
6575,1471507,20210505,test,42
6576,1471609,20210505,0,100
6577,1472177,20210505,1,100
6578,1472214,20210505,0,81
6579,1472452,20210505,0,14
6580,1473837,20210505,0,100
6581,1474100,20210505,1,100
6582,1474293,20210505,1,100
6583,1474321,20210505,0,100
6584,1474428,20210505,test,48
6585,1474506,20210505,test,100
6586,1475159,20210505,1,27
6587,1475178,20210505,0,25
6588,1475418,20210505,1,88
6589,1475540,20210505,0,92
6590,1475642,20210505,test,91
6591,1475656,20210505,0,81
6592,1476487,20210505,0,100
6593,1476549,20210505,0,100
6594,1476622,20210505,0,100
6595,1476646,20210505,test,100
6596,1476720,20210505,0,7
6597,1476722,20210505,1,100
6598,1477105,20210505,test,5
6599,1477155,20210505,test,100
6600,1477288,20210505,0,98
6601,1477396,20210505,0,99
6602,1478151,20210505,0,100
6603,1478272,20210505,0,99
6604,1478696,20210505,0,100
6605,1479226,20210505,0,100
6606,1479291,20210505,0,97
6607,1479907,20210505,1,66
6608,1480083,20210505,0,100
6609,1480132,20210505,1,46
6610,1480177,20210505,0,100
6611,1480248,20210505,1,100
6612,1480536,20210505,test,98
6613,1481474,20210505,0,100
6614,1481484,20210505,0,100
6615,1482214,20210505,0,85
6616,1484926,20210505,0,92
6617,1485877,20210505,0,99
6618,1490190,20210505,test,100
6619,1492019,20210505,0,36
6620,1495173,20210505,0,100
6621,1499282,20210505,0,75
6622,1501436,20210505,0,64
6623,1502123,20210505,0,100
6624,1502166,20210505,0,60
6625,1502607,20210505,1,93
6626,1504284,20210505,1,100
6627,1504483,20210505,0,2
6628,1504697,20210505,test,100
6629,1505640,20210505,0,100
6630,1505677,20210505,0,4
6631,1505819,20210505,test,100
6632,1506167,20210505,test,28
6633,1506491,20210505,0,100
6634,1507042,20210505,test,100
6635,1507070,20210505,0,100
6636,1507880,20210505,0,100
6637,1507915,20210505,test,43
6638,1508059,20210505,1,100
6639,1508065,20210505,0,100
6640,1508078,20210505,0,100
6641,1508080,20210505,test,100
6642,1508090,20210505,test,58
6643,1508114,20210505,0,73
6644,1508121,20210505,0,100
6645,1508136,20210505,0,100
6646,1508139,20210505,0,49
6647,1508142,20210505,0,99
6648,1508149,20210505,1,11
6649,1508153,20210505,test,85
6650,1508178,20210505,test,54
6651,1508184,20210505,0,17
6652,1508190,20210505,test,80
6653,1508199,20210505,0,100
6654,1508200,20210505,1,59
6655,1508203,20210505,0,100
6656,1508213,20210505,test,100
6657,1508214,20210505,0,100
6658,1508219,20210505,0,100
6659,1508228,20210505,test,75
6660,1508232,20210505,1,100
6661,1508234,20210505,test,100
6662,1508235,20210505,test,7
6663,1508238,20210505,0,68
6664,1508242,20210505,0,95
6665,1508243,20210505,0,32
6666,1508252,20210505,0,100
6667,1508254,20210505,0,24
6668,1508255,20210505,0,38
6669,1508256,20210505,0,91
6670,1508261,20210505,0,100
6671,1508269,20210505,0,19
6672,1508277,20210505,1,61
6673,1508279,20210505,0,51
6674,1508291,20210505,0,59
6675,1508293,20210505,0,18
6676,1508294,20210505,0,100
6677,1508304,20210505,1,15
6678,1508308,20210505,1,42
6679,1508309,20210505,0,100
6680,1508317,20210505,test,45
6681,1508319,20210505,test,100
6682,1508323,20210505,1,100
6683,1508324,20210505,test,100
6684,1508325,20210505,0,97
6685,1508333,20210505,0,100
6686,1508336,20210505,0,100
6687,1508337,20210505,0,73
6688,1508339,20210505,test,99
6689,1508348,20210505,test,100
6690,1508350,20210505,test,44
6691,1508351,20210505,test,100
6692,1508355,20210505,test,100
6693,1508359,20210505,1,15
6694,1508363,20210505,0,100
6695,1508364,20210505,test,10
6696,1508368,20210505,0,100
6697,1508369,20210505,0,100
6698,1508377,20210505,0,100
6699,1508379,20210505,1,100
6700,1508384,20210505,0,3
6701,1508389,20210505,test,100
6702,1508399,20210505,test,1
6703,1508400,20210505,test,100
6704,1508401,20210505,0,100
6705,1508402,20210505,0,100
6706,1508403,20210505,0,100
6707,1508410,20210505,0,29
6708,1508411,20210505,test,100
6709,1508412,20210505,1,16
6710,1508415,20210505,0,56
6711,1508417,20210505,test,100
6712,1508420,20210505,0,57
6713,1508421,20210505,1,100
6714,1508426,20210505,1,100
6715,1508434,20210505,1,99
6716,1508442,20210505,0,83
6717,1508443,20210505,0,93
6718,1508448,20210505,0,22
6719,1508460,20210505,0,100
6720,1508467,20210505,0,100
6721,1508469,20210505,test,100
6722,1508470,20210505,1,100
6723,1508478,20210505,0,100
6724,1508495,20210505,0,100
6725,1508496,20210505,1,88
6726,1508501,20210505,0,73
6727,1508530,20210505,test,99
6728,1508531,20210505,0,100
6729,1508532,20210505,0,69
6730,1508537,20210505,0,100
6731,1508538,20210505,0,100
6732,1508539,20210505,0,24
6733,1508541,20210505,0,1
6734,1508542,20210505,0,51
6735,1508543,20210505,0,100
6736,1508547,20210505,test,100
6737,1508553,20210505,0,73
6738,1508554,20210505,test,100
6739,1508556,20210505,1,100
6740,1508557,20210505,test,99
6741,1508558,20210505,0,48
6742,1508571,20210505,0,100
6743,1508572,20210505,0,46
6744,1508577,20210505,test,59
6745,1508585,20210505,test,100
6746,1508589,20210505,0,99
6747,1508598,20210505,0,79
6748,1508603,20210505,0,100
6749,1508604,20210505,0,100
6750,1508605,20210505,0,73
6751,1508607,20210505,test,4
6752,1508609,20210505,0,25
6753,1508610,20210505,1,1
6754,1508613,20210505,0,100
6755,1508616,20210505,0,50
6756,1508629,20210505,test,100
6757,1508631,20210505,test,100
6758,1508632,20210505,0,100
6759,1508635,20210505,0,100
6760,1508646,20210505,0,100
6761,1508651,20210505,test,100
6762,1508653,20210505,0,21
6763,1508657,20210505,test,71
6764,1508663,20210505,0,4
6765,1508664,20210505,0,100
6766,1508669,20210505,test,100
6767,1508670,20210505,1,100
6768,1508671,20210505,0,37
6769,1508675,20210505,0,14
6770,1508677,20210505,0,100
6771,1508678,20210505,0,100
6772,1508691,20210505,0,78
6773,1508702,20210505,test,100
6774,1508705,20210505,0,100
6775,1508715,20210505,1,100
6776,1508729,20210505,0,29
6777,1508740,20210505,0,100
6778,1508745,20210505,0,100
6779,1508748,20210505,0,100
6780,1508755,20210505,0,100
6781,1508756,20210505,0,100
6782,1508757,20210505,1,100
6783,1508775,20210505,test,100
6784,1508789,20210505,test,98
6785,1508796,20210505,0,100
6786,1508803,20210505,1,99
6787,1508807,20210505,0,84
6788,1508812,20210505,0,100
6789,1508826,20210505,0,100
6790,1508833,20210505,0,4
6791,1508835,20210505,0,100
6792,1508841,20210505,1,100
6793,1508848,20210505,0,96
6794,1508855,20210505,0,100
6795,1508857,20210505,test,4
6796,1508858,20210505,0,100
6797,1508859,20210505,1,100
6798,1508863,20210505,test,100
6799,1508880,20210505,1,93
6800,1508891,20210505,1,100
6801,1508910,20210505,test,100
6802,1508911,20210505,test,100
6803,1508917,20210505,test,10
6804,1508918,20210505,0,100
6805,1508919,20210505,0,66
6806,1508924,20210505,0,1
6807,1508925,20210505,1,87
6808,1508926,20210505,1,100
6809,1508929,20210505,1,100
6810,1508931,20210505,0,57
6811,1508935,20210505,test,77
6812,1508944,20210505,0,100
6813,1508950,20210505,0,32
6814,1508951,20210505,0,100
6815,1508952,20210505,0,49
6816,1508954,20210505,0,100
6817,1508955,20210505,test,57
6818,1508959,20210505,0,65
6819,1508965,20210505,0,100
6820,1508966,20210505,1,100
6821,1508967,20210505,test,46
6822,1508974,20210505,0,100
6823,1508990,20210505,1,98
6824,1509003,20210505,0,84
6825,1509009,20210505,1,100
6826,1509010,20210505,test,100
6827,1509011,20210505,1,100
6828,1509022,20210505,0,87
6829,1509026,20210505,0,100
6830,1509027,20210505,0,100
6831,1509039,20210505,0,59
6832,1509048,20210505,0,20
6833,1509049,20210505,1,100
6834,1509055,20210505,0,76
6835,1509056,20210505,1,99
6836,1509071,20210505,0,24
6837,1509072,20210505,0,100
6838,1509073,20210505,1,100
6839,1509074,20210505,0,100
6840,1509075,20210505,test,36
6841,1509076,20210505,0,76
6842,1509077,20210505,test,28
6843,1509082,20210505,0,52
6844,1509083,20210505,1,100
6845,1509084,20210505,0,100
6846,1509092,20210505,0,100
6847,1509093,20210505,0,100
6848,1509100,20210505,0,25
6849,1509101,20210505,1,54
6850,1509102,20210505,1,100
6851,1509104,20210505,0,100
6852,1509105,20210505,0,100
6853,1509106,20210505,0,90
6854,1509107,20210505,0,100
6855,1509118,20210505,0,100
6856,1509119,20210505,0,100
6857,1509120,20210505,1,100
6858,1509142,20210505,0,100
6859,1509150,20210505,1,93
6860,1509157,20210505,1,100
6861,1509158,20210505,test,100
6862,1509159,20210505,1,100
6863,1509160,20210505,test,32
6864,1509164,20210505,test,64
6865,1509171,20210505,0,100
6866,1509172,20210505,1,100
6867,1509182,20210505,0,22
6868,1509185,20210505,test,100
6869,1509186,20210505,1,100
6870,1509192,20210505,test,100
6871,1509193,20210505,0,100
6872,1509195,20210505,0,100
6873,1509196,20210505,1,100
6874,1509197,20210505,0,100
6875,1509200,20210505,0,100
6876,1509201,20210505,0,81
6877,1509209,20210505,0,100
6878,1509216,20210505,test,32
6879,1509217,20210505,1,1
6880,1509218,20210505,test,100
6881,1509225,20210505,test,100
6882,1509226,20210505,test,100
6883,1509227,20210505,0,100
6884,1509229,20210505,0,100
6885,1509230,20210505,test,77
6886,1509231,20210505,0,80
6887,1509232,20210505,0,89
6888,1509234,20210505,test,100
6889,1509254,20210505,0,100
6890,1509255,20210505,1,100
6891,1509265,20210505,1,1
6892,1509266,20210505,0,100
6893,1509273,20210505,1,100
6894,1509283,20210505,1,100
6895,1509285,20210505,0,100
6896,1509293,20210505,0,95
6897,1509304,20210505,0,100
6898,1509310,20210505,0,100
6899,1509311,20210505,0,100
6900,1509312,20210505,0,57
6901,1509317,20210505,0,23
6902,1509335,20210505,1,100
6903,1509338,20210505,test,54
6904,1509339,20210505,0,14
6905,1509346,20210505,0,100
6906,1509349,20210505,1,100
6907,1509350,20210505,test,34
6908,1509351,20210505,0,49
6909,1509365,20210505,1,89
6910,1509368,20210505,0,100
6911,1509372,20210505,test,100
6912,1509373,20210505,1,100
6913,1509378,20210505,0,100
6914,1509379,20210505,0,23
6915,1509380,20210505,0,100
6916,1509383,20210505,0,50
6917,1509389,20210505,test,100
6918,1509390,20210505,0,67
6919,1509398,20210505,1,66
6920,1509403,20210505,0,49
6921,1509404,20210505,1,100
6922,1509405,20210505,0,100
6923,1509412,20210505,1,74
6924,1509414,20210505,test,100
6925,1509419,20210505,0,100
6926,1509430,20210505,0,91
6927,1509431,20210505,0,100
6928,1509434,20210505,0,100
6929,1509437,20210505,1,100
6930,1509443,20210505,0,49
6931,1509446,20210505,1,100
6932,1509448,20210505,0,47
6933,1509450,20210505,1,100
6934,1509461,20210505,0,32
6935,1509464,20210505,0,100
6936,1509472,20210505,0,100
6937,1509473,20210505,0,36
6938,1509479,20210505,0,10
6939,1509480,20210505,0,100
6940,1509482,20210505,test,100
6941,1509485,20210505,0,100
6942,1509496,20210505,0,100
6943,1509499,20210505,0,79
6944,1509504,20210505,0,100
6945,1509509,20210505,1,100
6946,1509511,20210505,0,10
6947,1509513,20210505,1,86
6948,1509514,20210505,0,32
6949,1509515,20210505,0,100
6950,1509518,20210505,0,100
6951,1509526,20210505,0,100
6952,1509532,20210505,0,67
6953,1509540,20210505,0,100
6954,1509543,20210505,0,100
6955,1509544,20210505,0,100
6956,1509547,20210505,0,100
6957,1509557,20210505,0,100
6958,1509565,20210505,0,100
6959,1509572,20210505,1,100
6960,1509575,20210505,1,100
6961,1509578,20210505,test,78
6962,1509581,20210505,test,100
6963,1509583,20210505,0,100
6964,1509584,20210505,0,100
6965,1509598,20210505,0,67
6966,1509599,20210505,0,100
6967,1509600,20210505,0,36
6968,1509601,20210505,0,100
6969,1509611,20210505,1,100
6970,1509613,20210505,1,100
6971,1509614,20210505,0,16
6972,1509640,20210505,0,100
6973,1509645,20210505,0,74
6974,1509646,20210505,1,11
6975,1509647,20210505,test,25
6976,1509649,20210505,test,1
6977,1509650,20210505,test,59
6978,1509660,20210505,test,100
6979,1509675,20210505,0,79
6980,1509685,20210505,0,20
6981,1509704,20210505,test,100
6982,1509713,20210505,0,91
6983,1509714,20210505,0,100
6984,1509724,20210505,0,100
6985,1509725,20210505,0,4
6986,1509729,20210505,0,14
6987,1509744,20210505,test,100
6988,1509750,20210505,0,99
6989,1509751,20210505,1,100
6990,1509752,20210505,1,61
6991,1509753,20210505,test,89
6992,1509754,20210505,0,93
6993,1509755,20210505,test,100
6994,1509778,20210505,0,100
6995,1509785,20210505,1,40
6996,1509788,20210505,0,79
6997,1509789,20210505,test,100
6998,1509790,20210505,0,100
6999,1509793,20210505,0,100
7000,1509794,20210505,0,77
7001,1509809,20210505,0,100
7002,1509816,20210505,1,100
7003,1509819,20210505,0,100
7004,1509823,20210505,0,100
7005,1509824,20210505,0,62
7006,1509825,20210505,test,42
7007,1509829,20210505,1,21
7008,1509847,20210505,1,100
7009,1509853,20210505,1,71
7010,1509854,20210505,test,100
7011,1509856,20210505,0,71
7012,1509863,20210505,0,76
7013,1509866,20210505,0,100
7014,1509882,20210505,1,100
7015,1509884,20210505,0,10
7016,1509885,20210505,0,100
7017,1509886,20210505,0,33
7018,1509900,20210505,0,5
7019,1509909,20210505,0,100
7020,1509914,20210505,1,100
7021,1509915,20210505,1,82
7022,1509916,20210505,0,23
7023,1509923,20210505,1,87
7024,1509947,20210505,test,60
7025,1509948,20210505,test,100
7026,1509965,20210505,0,100
7027,1509976,20210505,0,100
7028,1509983,20210505,0,100
7029,1509989,20210505,0,100
7030,1509990,20210505,test,100
7031,1509991,20210505,1,100
7032,1509996,20210505,0,100
7033,1510004,20210505,test,21
7034,1510005,20210505,test,4
7035,1510014,20210505,0,100
7036,1510018,20210505,0,21
7037,1510019,20210505,test,100
7038,1510023,20210505,0,100
7039,1510024,20210505,0,19
7040,1510032,20210505,1,100
7041,1510057,20210505,0,83
7042,1510058,20210505,0,100
7043,1510059,20210505,0,100
7044,1510060,20210505,0,80
7045,1510061,20210505,1,100
7046,1510073,20210505,test,81
7047,1510080,20210505,0,100
7048,1510083,20210505,0,90
7049,1510097,20210505,0,42
7050,1510119,20210505,test,15
7051,1510125,20210505,test,100
7052,1510126,20210505,1,100
7053,1510142,20210505,0,58
7054,1510146,20210505,1,100
7055,1510147,20210505,0,100
7056,1510149,20210505,0,95
7057,1510155,20210505,0,32
7058,1510156,20210505,0,4
7059,1510163,20210505,test,100
7060,1510164,20210505,1,49
7061,1510165,20210505,0,41
7062,1510166,20210505,0,100
7063,1510170,20210505,1,41
7064,1510184,20210505,0,100
7065,1510195,20210505,0,100
7066,1510199,20210505,0,99
7067,1510200,20210505,1,100
7068,1510202,20210505,0,99
7069,1510207,20210505,0,100
7070,1510221,20210505,0,4
7071,1510222,20210505,0,88
7072,1510224,20210505,0,83
7073,1510227,20210505,0,41
7074,1510228,20210505,0,100
7075,1510233,20210505,0,100
7076,1510241,20210505,0,100
7077,1510242,20210505,0,68
7078,1510249,20210505,0,100
7079,1510250,20210505,0,53
7080,1510254,20210505,0,1
7081,1510258,20210505,0,34
7082,1510263,20210505,0,80
7083,1510269,20210505,test,15
7084,1510279,20210505,0,100
7085,1510281,20210505,0,100
7086,1510300,20210505,0,100
7087,1510305,20210505,0,100
7088,1510315,20210505,1,60
7089,1510323,20210505,0,96
7090,1510329,20210505,0,100
7091,1510340,20210505,test,100
7092,1510348,20210505,1,19
7093,1510350,20210505,1,100
7094,1510351,20210505,0,75
7095,1510353,20210505,0,100
7096,1510357,20210505,0,100
7097,1510371,20210505,0,4
7098,1510372,20210505,0,100
7099,1510377,20210505,0,63
7100,1510385,20210505,test,55
7101,1510386,20210505,0,7
7102,1510389,20210505,0,99
7103,1510399,20210505,1,100
7104,1510402,20210505,1,100
7105,1510403,20210505,test,100
7106,1510404,20210505,0,1
7107,1510405,20210505,0,100
7108,1510410,20210505,0,99
7109,1510421,20210505,1,100
7110,1510430,20210505,0,44
7111,1510446,20210505,0,100
7112,1510448,20210505,0,100
7113,1510449,20210505,test,67
7114,1510451,20210505,test,100
7115,1510452,20210505,test,100
7116,1510453,20210505,0,5
7117,1510465,20210505,1,100
7118,1510466,20210505,1,100
7119,1510469,20210505,test,51
7120,1510473,20210505,0,100
7121,1510481,20210505,test,100
7122,1510485,20210505,0,99
7123,1510486,20210505,test,100
7124,1510487,20210505,0,51
7125,1510491,20210505,0,86
7126,1510492,20210505,test,100
7127,1510493,20210505,0,100
7128,1510503,20210505,test,67
7129,1510509,20210505,1,100
7130,1510523,20210505,test,71
7131,1510524,20210505,0,72
7132,1510525,20210505,0,80
7133,1510528,20210505,1,100
7134,1510548,20210505,1,100
7135,1510549,20210505,0,6
7136,1510550,20210505,0,100
7137,1510557,20210505,0,100
7138,1510565,20210505,0,50
7139,1510568,20210505,test,100
7140,1510569,20210505,0,100
7141,1510575,20210505,0,2
7142,1510583,20210505,0,100
7143,1510585,20210505,0,100
7144,1510593,20210505,0,43
7145,1510603,20210505,0,100
7146,1510609,20210505,0,100
7147,1510624,20210505,0,100
7148,1510625,20210505,0,69
7149,1510642,20210505,0,100
7150,1510657,20210505,test,34
7151,1510668,20210505,0,100
7152,1510669,20210505,0,4
7153,1510677,20210505,test,84
7154,1510678,20210505,0,70
7155,1510679,20210505,0,100
7156,1510682,20210505,0,100
7157,1510683,20210505,0,41
7158,1510684,20210505,0,58
7159,1510685,20210505,0,53
7160,1510686,20210505,0,26
7161,1510696,20210505,0,2
7162,1510706,20210505,0,100
7163,1510710,20210505,0,62
7164,1510711,20210505,test,100
7165,1510712,20210505,test,100
7166,1510713,20210505,0,100
7167,1510714,20210505,0,100
7168,1510715,20210505,1,100
7169,1510716,20210505,0,100
7170,1510718,20210505,0,100
7171,1510723,20210505,test,100
7172,1510729,20210505,0,100
7173,1510730,20210505,0,100
7174,1510731,20210505,0,100
7175,1510736,20210505,test,100
7176,1510748,20210505,0,100
7177,1510752,20210505,0,100
7178,1510755,20210505,test,79
7179,1510769,20210505,0,100
7180,1510770,20210505,0,87
7181,1510774,20210505,0,16
7182,1510785,20210505,1,81
7183,1510789,20210505,0,71
7184,1510793,20210505,1,100
7185,1510794,20210505,0,100
7186,1510798,20210505,test,100
7187,1510808,20210505,0,100
7188,1510819,20210505,0,100
7189,1510820,20210505,0,100
7190,1510824,20210505,0,100
7191,1510826,20210505,test,100
7192,1510827,20210505,0,63
7193,1510832,20210505,0,100
7194,1510836,20210505,0,100
7195,1510837,20210505,0,100
7196,1510843,20210505,0,34
7197,1510847,20210505,1,100
7198,1510849,20210505,0,100
7199,1510851,20210505,0,78
7200,1510856,20210505,0,87
7201,1510859,20210505,0,100
7202,1510860,20210505,0,100
7203,1510864,20210505,0,100
7204,1510870,20210505,test,100
7205,1510875,20210505,test,100
7206,1510877,20210505,0,100
7207,1510880,20210505,1,100
7208,1510881,20210505,test,37
7209,1510884,20210505,0,100
7210,1510886,20210505,0,100
7211,1510889,20210505,0,100
7212,1510890,20210505,test,58
7213,1510907,20210505,0,100
7214,1510914,20210505,0,100
7215,1510918,20210505,test,100
7216,1510922,20210505,test,50
7217,1510927,20210505,0,100
7218,1510929,20210505,0,76
7219,1510935,20210505,test,100
7220,1510942,20210505,0,100
7221,1510946,20210505,0,100
7222,1510948,20210505,1,99
7223,1510953,20210505,0,99
7224,1510954,20210505,0,38
7225,1510955,20210505,0,100
7226,1510957,20210505,test,4
7227,1510958,20210505,0,42
7228,1510959,20210505,0,100
7229,1510963,20210505,test,2
7230,1510969,20210505,1,100
7231,1510989,20210505,0,54
7232,1510995,20210505,test,100
7233,1510998,20210505,0,11
7234,1510999,20210505,0,100
7235,1511007,20210505,1,100
7236,1511008,20210505,1,69
7237,1511020,20210505,1,100
7238,1511025,20210505,0,85
7239,1511028,20210505,0,100
7240,1511030,20210505,0,100
7241,1511036,20210505,0,13
7242,1511047,20210505,1,100
7243,1511051,20210505,0,100
7244,1511053,20210505,test,20
7245,1511054,20210505,0,24
7246,1511058,20210505,1,100
7247,1511061,20210505,test,85
7248,1511062,20210505,0,100
7249,1511069,20210505,0,11
7250,1511073,20210505,0,100
7251,1511074,20210505,1,64
7252,1511079,20210505,test,100
7253,1511084,20210505,test,7
7254,1511085,20210505,1,60
7255,1511087,20210505,0,87
7256,1511088,20210505,1,27
7257,1511089,20210505,test,100
7258,1511090,20210505,0,52
7259,1511104,20210505,test,100
7260,1511108,20210505,0,100
7261,1511111,20210505,0,58
7262,1511112,20210505,0,100
7263,1511116,20210505,1,100
7264,1511117,20210505,1,99
7265,1511120,20210505,0,66
7266,1511121,20210505,0,27
7267,1511139,20210505,1,47
7268,1511146,20210505,0,100
7269,1511150,20210505,1,34
7270,1511152,20210505,test,100
7271,1511153,20210505,0,29
7272,1511155,20210505,0,100
7273,1511156,20210505,0,77
7274,1511157,20210505,0,20
7275,1511163,20210505,0,91
7276,1511165,20210505,0,12
7277,1511176,20210505,0,100
7278,1511177,20210505,0,45
7279,1511179,20210505,test,100
7280,1511182,20210505,test,3
7281,1511183,20210505,0,100
7282,1511187,20210505,0,100
7283,1511188,20210505,0,100
7284,1511189,20210505,0,75
7285,1511191,20210505,0,100
7286,1511203,20210505,0,49
7287,1511205,20210505,0,100
7288,1511206,20210505,0,100
7289,1511211,20210505,1,100
7290,1511231,20210505,0,100
7291,1511237,20210505,0,99
7292,1511238,20210505,0,65
7293,1511240,20210505,test,26
7294,1511242,20210505,test,100
7295,1511243,20210505,0,59
7296,1511253,20210505,test,100
7297,1511258,20210505,test,44
7298,1511259,20210505,0,100
7299,1511262,20210505,0,100
7300,1511265,20210505,0,66
7301,1511272,20210505,1,1
7302,1511282,20210505,test,100
7303,1511284,20210505,1,97
7304,1511297,20210505,test,100
7305,1511298,20210505,0,100
7306,1511299,20210505,0,98
7307,1511300,20210505,0,100
7308,1511301,20210505,test,100
7309,1511310,20210505,0,27
7310,1511311,20210505,0,99
7311,1511317,20210505,test,100
7312,1511322,20210505,0,72
7313,1511327,20210505,0,100
7314,1511328,20210505,0,100
7315,1511331,20210505,0,12
7316,1511332,20210505,0,100
7317,1511337,20210505,1,100
7318,1511340,20210505,0,100
7319,1511341,20210505,0,100
7320,1511342,20210505,0,66
7321,1511343,20210505,1,71
7322,1511349,20210505,1,100
7323,1511359,20210505,0,100
7324,1511360,20210505,0,37
7325,1511367,20210505,test,100
7326,1511369,20210505,test,100
7327,1511370,20210505,test,3
7328,1511381,20210505,0,100
7329,1511394,20210505,0,99
7330,1511410,20210505,0,100
7331,1511415,20210505,0,100
7332,1511416,20210505,0,100
7333,1511426,20210505,test,100
7334,1511430,20210505,1,100
7335,1511446,20210505,1,3
7336,1511454,20210505,test,77
7337,1511461,20210505,1,100
7338,1511462,20210505,0,39
7339,1511474,20210505,0,97
7340,1511475,20210505,0,27
7341,1511476,20210505,0,62
7342,1511479,20210505,test,100
7343,1511484,20210505,0,100
7344,1511485,20210505,test,100
7345,1511491,20210505,test,3
7346,1511492,20210505,test,100
7347,1511498,20210505,1,72
7348,1511499,20210505,0,100
7349,1511506,20210505,0,100
7350,1511508,20210505,test,100
7351,1511509,20210505,test,10
7352,1511514,20210505,0,88
